0; 6.2831853071795862; 0.0000000000000000;1.0000000000000000; 0.0000000000000000; 0.0000000000000000; 0.0000000000000000; 0.0000000000000000; 0.0000000000000000; 0.0000000000000000; 0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0.0000000000000000;0;0.0000000000000000;0;6.2831853071795862;
10000; 6.2831853071795862; 6.2835040092468262;1.0000214576721191; -0.0000001409789547; 0.0000164443754329; -0.0000001409789547; 0.0000207424163818; -0.0000035762786865; 0.0000214576721191; -0.0000016689300537;0.0000174045562744;-0.0000047683715820;0.0000210484577110;0.0000303457309201;0;0.0000180459392141;1;0.0003187020672399;
20000; 6.2831853071795862; 6.2790241241455078;0.9991155266761780; -0.0000019319995772; -0.0008802071097307; -0.0000019319995772; 1.9991595745086670; 2.0000143051147461; 1.9991538524627686; 2.0000178813934326;1.9991575479507446;2.0000195503234863;2.8278431892395020;2.8272304534912109;1;2.8278453350067139;0;0.0041611830340784;
30000; 6.2831853071795862; 6.2841491699218750;1.0006585121154785; -0.0000013102689991; 0.0006633182056248; -0.0000013102689991; 3.9993267059326172; 3.9991257190704346; 3.9993512630462646; 3.9991350173950195;3.9993522167205811;3.9991283416748047;5.6557598114013672;5.6559367179870605;0;5.6557798385620117;0;0.0009638627422888;
40000; 6.2831853071795862; 6.2880086898803711;1.0004943609237671; -0.0000032884418033; 0.0004892687429674; -0.0000032884418033; 6.0001554489135742; 5.9997563362121582; 6.0001258850097656; 5.9997749328613281;6.0001277923583984;5.9997797012329102;8.4852190017700195;8.4854593276977539;0;8.4852161407470703;1;0.0048233827007849;
50000; 6.2831853071795862; 6.2867507934570312;1.0003978013992310; 0.0000009760842659; 0.0003946842916775; 0.0000009760842659; 8.0009431838989258; 8.0004425048828125; 8.0007667541503906; 8.0002174377441406;8.0007610321044922;8.0002079010009766;11.3146886825561523;11.3147926330566406;0;11.3143939971923828;1;0.0035654862774450;
60000; 6.2831853071795862; 6.2868175506591797;1.0003302097320557; 0.0000022878957679; 0.0003364386793692; 0.0000022878957679; 10.0015106201171875; 10.0008220672607422; 10.0014381408691406; 10.0006809234619141;10.0014286041259766;10.0006837844848633;14.1437854766845703;14.1441688537597656;0;14.1436290740966797;1;0.0036322434795935;
70000; 6.2831853071795862; 6.2831296920776367;1.0002844333648682; 0.0000029071379686; 0.0002796390908770; 0.0000029071379686; 12.0018911361694336; 12.0010395050048828; 12.0020418167114258; 12.0011816024780273;12.0020484924316406;12.0011863708496094;16.9726352691650391;16.9734497070312500;0;16.9728507995605469;0;0.0000556151019495;
80000; 6.2831853071795862; 6.2849850654602051;1.0002479553222656; 0.0000000862637535; 0.0002471608167980; 0.0000000862637535; 14.0019445419311523; 14.0010080337524414; 14.0026388168334961; 14.0016889572143555;14.0026512145996094;14.0017004013061523;19.8010768890380859;19.8027210235595703;0;19.8020668029785156;0;0.0017997582806188;
90000; 6.2831853071795862; 6.2786016464233398;1.0002218484878540; 0.0000037558929762; 0.0002186433557654; 0.0000037558929762; 16.0034160614013672; 16.0023574829101562; 16.0030174255371094; 16.0020294189453125;16.0030288696289062;16.0020465850830078;22.6314983367919922;22.6316833496093750;0;22.6310062408447266;1;0.0045836607562464;
